bookid,bookname,author,public,buydate,publicdate,comment,summary,rank
1,Javascript权威指南(第六版),David Flanagan,机械工业出版社,2012-11-01,2017-3,内容涵盖JavaScript语言本身,O'Reilly精品图书系列,5
